contig	polya_length	coverage	run	condition
ENST00000220592.10	206	6	s1_r3	s1
ENST00000220616.9	79	1	s1_r3	s1
ENST00000220659.11	151	16	s1_r3	s1
ENST00000220669.10	72	11	s1_r3	s1
ENST00000220751.5	48	19	s1_r3	s1
ENST00000220763.10	150	24	s1_r3	s1
ENST00000220764.7	60	38	s1_r3	s1
ENST00000220772.8	121	75	s1_r3	s1
ENST00000220809.9	56	155	s1_r3	s1
ENST00000220847.8	27	5	s1_r3	s1
ENST00000220849.10	55	144	s1_r3	s1
ENST00000220853.8	38	42	s1_r3	s1
ENST00000220876.12	61	5	s1_r3	s1
ENST00000220913.10	39	6	s1_r3	s1
ENST00000220931.11	29	1	s1_r3	s1
ENST00000220959.8	46	1	s1_r3	s1
ENST00000220966.10	59	4	s1_r3	s1
ENST00000221086.8	121	5	s1_r3	s1
ENST00000221114.8	104	27	s1_r3	s1
ENST00000221130.11	44	18	s1_r3	s1
ENST00000221132.8	66	1	s1_r3	s1
ENST00000221138.9	41	80	s1_r3	s1
ENST00000221200.9	48	14	s1_r3	s1
ENST00000221232.11	37	3	s1_r3	s1
ENST00000221233.9	76	18	s1_r3	s1
ENST00000221249.10	104	6	s1_r3	s1
ENST00000221264.8	101	16	s1_r3	s1
ENST00000221265.8	56	10	s1_r3	s1
ENST00000221315.10	26	1	s1_r3	s1
ENST00000221363.8	145	4	s1_r3	s1
ENST00000221413.10	31	4	s1_r3	s1
ENST00000221418.9	81	17	s1_r3	s1
ENST00000221419.10	72	4	s1_r3	s1
ENST00000221431.11	48	3	s1_r3	s1
ENST00000221452.13	19	3	s1_r3	s1
ENST00000221455.8	14	1	s1_r3	s1
ENST00000221459.7	145	11	s1_r3	s1
ENST00000221462.9	117	10	s1_r3	s1
ENST00000221466.10	172	57	s1_r3	s1
ENST00000221480.6	87	2	s1_r3	s1
ENST00000221486.6	43	4	s1_r3	s1
ENST00000221494.10	56	11	s1_r3	s1
ENST00000221543.10	38	15	s1_r3	s1
ENST00000221554.13	35	8	s1_r3	s1
ENST00000221561.12	83	55	s1_r3	s1
ENST00000221566.7	97	35	s1_r3	s1
ENST00000221573.11	70	45	s1_r3	s1
ENST00000221665.5	124	3	s1_r3	s1
ENST00000221770.7	166	1	s1_r3	s1
ENST00000221801.8	36	9	s1_r3	s1
ENST00000221855.8	108	117	s1_r3	s1
ENST00000221856.11	78	5	s1_r3	s1
ENST00000221859.9	42	24	s1_r3	s1
ENST00000221891.9	147	22	s1_r3	s1
ENST00000221922.11	165	1	s1_r3	s1
ENST00000221930.6	110	37	s1_r3	s1
ENST00000221943.14	118	14	s1_r3	s1
ENST00000221957.9	55	102	s1_r3	s1
ENST00000221975.6	56	13	s1_r3	s1
ENST00000221980.5	182	8	s1_r3	s1
ENST00000222005.7	61	114	s1_r3	s1
ENST00000222008.11	69	454	s1_r3	s1
ENST00000222115.5	9	1	s1_r3	s1
ENST00000222122.10	40	1	s1_r3	s1
ENST00000222139.11	138	4	s1_r3	s1
ENST00000222145.9	113	6	s1_r3	s1
ENST00000222190.9	141	3	s1_r3	s1
ENST00000222214.10	65	18	s1_r3	s1
ENST00000222219.8	116	44	s1_r3	s1
ENST00000222224.4	115	1	s1_r3	s1
ENST00000222247.10	58	1759	s1_r3	s1
ENST00000222250.5	152	2	s1_r3	s1
ENST00000222254.13	74	37	s1_r3	s1
ENST00000222271.7	188	12	s1_r3	s1
ENST00000222284.10	112	99	s1_r3	s1
ENST00000222305.8	66	37	s1_r3	s1
ENST00000222307.9	76	61	s1_r3	s1
ENST00000222308.8	56	22	s1_r3	s1
ENST00000222329.9	35	25	s1_r3	s1
ENST00000222330.8	74	24	s1_r3	s1
ENST00000222345.11	89	8	s1_r3	s1
ENST00000222374.3	147	1	s1_r3	s1
ENST00000222390.11	24	1	s1_r3	s1
ENST00000222399.11	172	18	s1_r3	s1
ENST00000222402.8	34	11	s1_r3	s1
ENST00000222482.10	145	5	s1_r3	s1
ENST00000222511.11	50	8	s1_r3	s1
ENST00000222543.11	141	1742	s1_r3	s1
ENST00000222547.8	69	51	s1_r3	s1
ENST00000222553.8	54	93	s1_r3	s1
ENST00000222567.6	128	10	s1_r3	s1
ENST00000222572.8	140	29	s1_r3	s1
ENST00000222573.5	133	9	s1_r3	s1
ENST00000222574.9	77	7	s1_r3	s1
ENST00000222584.8	120	2	s1_r3	s1
ENST00000222597.6	133	1	s1_r3	s1
ENST00000222644.10	156	3	s1_r3	s1
ENST00000222673.6	55	44	s1_r3	s1
ENST00000222690.10	35	12	s1_r3	s1
ENST00000222693.5	69	47	s1_r3	s1
ENST00000222718.7	58	1	s1_r3	s1
ENST00000222725.10	47	2	s1_r3	s1
ENST00000222726.4	86	1	s1_r3	s1
ENST00000222803.10	92	59	s1_r3	s1
ENST00000222812.8	127	3	s1_r3	s1
ENST00000222823.9	33	1	s1_r3	s1
ENST00000222969.10	40	28	s1_r3	s1
ENST00000222990.8	46	17	s1_r3	s1
ENST00000223023.5	119	14	s1_r3	s1
ENST00000223029.8	33	37	s1_r3	s1
ENST00000223061.6	156	109	s1_r3	s1
ENST00000223073.6	101	12	s1_r3	s1
ENST00000223084.7	79	1	s1_r3	s1
ENST00000223095.5	119	6768	s1_r3	s1
ENST00000223122.4	205	4	s1_r3	s1
ENST00000223127.8	154	138	s1_r3	s1
ENST00000223129.8	75	15	s1_r3	s1
ENST00000223136.5	83	120	s1_r3	s1
ENST00000223190.8	60	1	s1_r3	s1
ENST00000223208.10	228	5	s1_r3	s1
ENST00000223215.10	105	4	s1_r3	s1
ENST00000223271.8	121	63	s1_r3	s1
ENST00000223273.7	90	10	s1_r3	s1
ENST00000223321.9	87	188	s1_r3	s1
