contig	polya_length	coverage	run	condition
ENST00000221856.11	49	5	s2_r1	s2
ENST00000221859.9	42	21	s2_r1	s2
ENST00000221891.9	170	23	s2_r1	s2
ENST00000221930.6	96	38	s2_r1	s2
ENST00000221943.14	57	15	s2_r1	s2
ENST00000221957.9	43	124	s2_r1	s2
ENST00000221975.6	50	26	s2_r1	s2
ENST00000221980.5	150	4	s2_r1	s2
ENST00000222005.7	45	103	s2_r1	s2
ENST00000222008.11	76	486	s2_r1	s2
ENST00000222120.8	36	2	s2_r1	s2
ENST00000222122.10	54	2	s2_r1	s2
ENST00000222139.11	26	2	s2_r1	s2
ENST00000222145.9	53	16	s2_r1	s2
ENST00000222190.9	77	2	s2_r1	s2
ENST00000222214.10	50	17	s2_r1	s2
ENST00000222219.8	128	67	s2_r1	s2
ENST00000222247.10	57	1771	s2_r1	s2
ENST00000222250.5	47	4	s2_r1	s2
ENST00000222254.13	46	26	s2_r1	s2
ENST00000222266.2	127	2	s2_r1	s2
ENST00000222271.7	187	14	s2_r1	s2
ENST00000222284.10	54	143	s2_r1	s2
ENST00000222305.8	43	34	s2_r1	s2
ENST00000222307.9	75	62	s2_r1	s2
ENST00000222308.8	38	20	s2_r1	s2
ENST00000222329.9	49	34	s2_r1	s2
ENST00000222330.8	83	13	s2_r1	s2
ENST00000222345.11	72	13	s2_r1	s2
ENST00000222390.11	252	3	s2_r1	s2
ENST00000222399.11	134	30	s2_r1	s2
ENST00000222402.8	47	7	s2_r1	s2
ENST00000222462.3	25	2	s2_r1	s2
ENST00000222482.10	150	11	s2_r1	s2
ENST00000222511.11	26	9	s2_r1	s2
ENST00000222543.11	135	1201	s2_r1	s2
ENST00000222547.8	60	31	s2_r1	s2
ENST00000222553.8	100	96	s2_r1	s2
ENST00000222567.6	128	10	s2_r1	s2
ENST00000222572.8	49	16	s2_r1	s2
ENST00000222573.5	98	13	s2_r1	s2
ENST00000222574.9	37	19	s2_r1	s2
ENST00000222584.8	105	1	s2_r1	s2
ENST00000222644.10	76	5	s2_r1	s2
ENST00000222673.6	39	40	s2_r1	s2
ENST00000222690.10	125	23	s2_r1	s2
ENST00000222693.5	38	67	s2_r1	s2
ENST00000222725.10	22	1	s2_r1	s2
ENST00000222726.4	175	2	s2_r1	s2
ENST00000222800.8	3	2	s2_r1	s2
ENST00000222803.10	81	58	s2_r1	s2
ENST00000222812.8	31	8	s2_r1	s2
ENST00000222823.9	74	1	s2_r1	s2
ENST00000222969.10	65	32	s2_r1	s2
ENST00000222990.8	53	16	s2_r1	s2
ENST00000223023.5	97	21	s2_r1	s2
ENST00000223029.8	41	50	s2_r1	s2
ENST00000223061.6	163	126	s2_r1	s2
ENST00000223073.6	76	6	s2_r1	s2
ENST00000223095.5	117	5710	s2_r1	s2
ENST00000223122.4	94	4	s2_r1	s2
ENST00000223127.8	154	152	s2_r1	s2
ENST00000223129.8	44	18	s2_r1	s2
ENST00000223136.5	77	123	s2_r1	s2
ENST00000223145.10	28	2	s2_r1	s2
ENST00000223208.10	70	4	s2_r1	s2
ENST00000223215.10	88	6	s2_r1	s2
ENST00000223271.8	124	90	s2_r1	s2
ENST00000223273.7	198	13	s2_r1	s2
ENST00000223321.9	49	205	s2_r1	s2
ENST00000223324.3	147	56	s2_r1	s2
ENST00000223336.11	39	14	s2_r1	s2
ENST00000223357.8	144	33	s2_r1	s2
ENST00000223361.7	70	1	s2_r1	s2
ENST00000223368.7	53	37	s2_r1	s2
ENST00000223369.3	51	151	s2_r1	s2
ENST00000223398.11	83	13	s2_r1	s2
ENST00000223423.8	144	4	s2_r1	s2
ENST00000223428.9	85	4	s2_r1	s2
ENST00000223459.11	32	5	s2_r1	s2
ENST00000223500.9	67	132	s2_r1	s2
ENST00000223528.6	80	4	s2_r1	s2
