contig	polya_length	coverage	run	condition
ENST00000221418.9	44	24	s3_r3	s3
ENST00000221419.10	21	2	s3_r3	s3
ENST00000221431.11	76	2	s3_r3	s3
ENST00000221448.9	14	2	s3_r3	s3
ENST00000221452.13	37	8	s3_r3	s3
ENST00000221459.7	51	6	s3_r3	s3
ENST00000221462.9	48	2	s3_r3	s3
ENST00000221466.10	160	84	s3_r3	s3
ENST00000221480.6	127	3	s3_r3	s3
ENST00000221486.6	64	3	s3_r3	s3
ENST00000221494.10	27	1	s3_r3	s3
ENST00000221504.12	57	1	s3_r3	s3
ENST00000221543.10	55	2	s3_r3	s3
ENST00000221554.13	188	2	s3_r3	s3
ENST00000221561.12	89	43	s3_r3	s3
ENST00000221566.7	88	25	s3_r3	s3
ENST00000221573.11	98	17	s3_r3	s3
ENST00000221576.4	203	1	s3_r3	s3
ENST00000221665.5	10	1	s3_r3	s3
ENST00000221784.8	107	6	s3_r3	s3
ENST00000221801.8	44	12	s3_r3	s3
ENST00000221855.8	54	91	s3_r3	s3
ENST00000221856.11	72	1	s3_r3	s3
ENST00000221859.9	50	28	s3_r3	s3
ENST00000221891.9	144	22	s3_r3	s3
ENST00000221930.6	86	13	s3_r3	s3
ENST00000221943.14	85	14	s3_r3	s3
ENST00000221957.9	41	128	s3_r3	s3
ENST00000221975.6	44	24	s3_r3	s3
ENST00000221980.5	187	2	s3_r3	s3
ENST00000222005.7	60	41	s3_r3	s3
ENST00000222008.11	69	433	s3_r3	s3
ENST00000222115.5	149	3	s3_r3	s3
ENST00000222120.8	47	2	s3_r3	s3
ENST00000222122.10	66	4	s3_r3	s3
ENST00000222139.11	61	7	s3_r3	s3
ENST00000222145.9	52	13	s3_r3	s3
ENST00000222190.9	105	3	s3_r3	s3
ENST00000222214.10	117	6	s3_r3	s3
ENST00000222219.8	136	67	s3_r3	s3
ENST00000222247.10	60	2015	s3_r3	s3
ENST00000222254.13	60	15	s3_r3	s3
ENST00000222256.9	57	2	s3_r3	s3
ENST00000222266.2	53	2	s3_r3	s3
ENST00000222271.7	156	39	s3_r3	s3
ENST00000222284.10	58	120	s3_r3	s3
ENST00000222305.8	72	8	s3_r3	s3
ENST00000222307.9	116	51	s3_r3	s3
ENST00000222308.8	46	17	s3_r3	s3
ENST00000222329.9	47	20	s3_r3	s3
ENST00000222330.8	52	8	s3_r3	s3
ENST00000222345.11	64	6	s3_r3	s3
ENST00000222388.6	145	2	s3_r3	s3
ENST00000222390.11	145	3	s3_r3	s3
ENST00000222399.11	82	20	s3_r3	s3
ENST00000222402.8	107	7	s3_r3	s3
ENST00000222482.10	63	3	s3_r3	s3
ENST00000222511.11	89	3	s3_r3	s3
ENST00000222543.11	135	1048	s3_r3	s3
ENST00000222547.8	31	25	s3_r3	s3
ENST00000222553.8	120	103	s3_r3	s3
ENST00000222567.6	78	18	s3_r3	s3
ENST00000222572.8	189	32	s3_r3	s3
ENST00000222573.5	116	11	s3_r3	s3
ENST00000222574.9	24	14	s3_r3	s3
ENST00000222584.8	90	2	s3_r3	s3
ENST00000222644.10	32	2	s3_r3	s3
ENST00000222673.6	37	10	s3_r3	s3
ENST00000222690.10	124	10	s3_r3	s3
ENST00000222693.5	48	67	s3_r3	s3
ENST00000222800.8	87	1	s3_r3	s3
ENST00000222803.10	88	38	s3_r3	s3
ENST00000222812.8	205	6	s3_r3	s3
ENST00000222823.9	76	1	s3_r3	s3
ENST00000222969.10	60	28	s3_r3	s3
ENST00000222990.8	79	11	s3_r3	s3
ENST00000223023.5	182	11	s3_r3	s3
ENST00000223029.8	50	33	s3_r3	s3
ENST00000223061.6	156	123	s3_r3	s3
ENST00000223073.6	151	4	s3_r3	s3
ENST00000223084.7	119	1	s3_r3	s3
ENST00000223095.5	121	4625	s3_r3	s3
ENST00000223122.4	145	5	s3_r3	s3
ENST00000223127.8	149	91	s3_r3	s3
ENST00000223129.8	39	13	s3_r3	s3
ENST00000223136.5	75	135	s3_r3	s3
ENST00000223145.10	248	1	s3_r3	s3
ENST00000223208.10	126	3	s3_r3	s3
ENST00000223210.5	57	1	s3_r3	s3
ENST00000223215.10	130	23	s3_r3	s3
ENST00000223271.8	94	46	s3_r3	s3
ENST00000223273.7	97	19	s3_r3	s3
ENST00000223321.9	45	231	s3_r3	s3
ENST00000223324.3	93	47	s3_r3	s3
ENST00000223336.11	55	8	s3_r3	s3
ENST00000223357.8	130	12	s3_r3	s3
ENST00000223368.7	33	25	s3_r3	s3
ENST00000223369.3	119	114	s3_r3	s3
ENST00000223398.11	92	5	s3_r3	s3
ENST00000223423.8	65	9	s3_r3	s3
ENST00000223428.9	32	5	s3_r3	s3
ENST00000223459.11	149	3	s3_r3	s3
ENST00000223500.9	44	123	s3_r3	s3
ENST00000223528.6	139	4	s3_r3	s3
ENST00000223641.5	52	240	s3_r3	s3
ENST00000223642.3	67	1	s3_r3	s3
ENST00000223864.7	91	17	s3_r3	s3
ENST00000224073.6	55	200	s3_r3	s3
ENST00000224140.6	57	6	s3_r3	s3
