contig	polya_length	coverage	run	condition
ENST00000225964.10	122	209	s2_r2	s2
ENST00000225969.9	41	17	s2_r2	s2
ENST00000225972.8	50	79	s2_r2	s2
ENST00000225983.10	93	2	s2_r2	s2
ENST00000226004.8	82	24	s2_r2	s2
ENST00000226091.3	85	2	s2_r2	s2
ENST00000226105.11	87	4	s2_r2	s2
ENST00000226218.9	109	1	s2_r2	s2
ENST00000226225.7	132	19	s2_r2	s2
ENST00000226230.8	90	1	s2_r2	s2
ENST00000226253.9	51	44	s2_r2	s2
ENST00000226299.9	37	10	s2_r2	s2
ENST00000226317.10	100	1066	s2_r2	s2
ENST00000226444.4	109	8	s2_r2	s2
ENST00000226522.8	68	1	s2_r2	s2
ENST00000226524.4	101	17	s2_r2	s2
ENST00000226574.9	22	4	s2_r2	s2
ENST00000226725.11	45	5	s2_r2	s2
ENST00000226760.5	198	3	s2_r2	s2
ENST00000226796.7	69	5	s2_r2	s2
ENST00000227135.7	53	4	s2_r2	s2
ENST00000227155.9	106	6	s2_r2	s2
