contig	polya_length	coverage	run	condition
ENST00000221573.11	48	15	s3_r1	s3
ENST00000221576.4	66	1	s3_r1	s3
ENST00000221665.5	92	11	s3_r1	s3
ENST00000221671.8	199	1	s3_r1	s3
ENST00000221770.7	47	1	s3_r1	s3
ENST00000221784.8	99	4	s3_r1	s3
ENST00000221801.8	60	14	s3_r1	s3
ENST00000221855.8	47	82	s3_r1	s3
ENST00000221856.11	135	4	s3_r1	s3
ENST00000221859.9	65	7	s3_r1	s3
ENST00000221891.9	145	24	s3_r1	s3
ENST00000221930.6	68	63	s3_r1	s3
ENST00000221943.14	83	9	s3_r1	s3
ENST00000221957.9	51	122	s3_r1	s3
ENST00000221975.6	46	8	s3_r1	s3
ENST00000221980.5	238	1	s3_r1	s3
ENST00000222005.7	45	87	s3_r1	s3
ENST00000222008.11	67	310	s3_r1	s3
ENST00000222032.10	69	1	s3_r1	s3
ENST00000222120.8	87	6	s3_r1	s3
ENST00000222122.10	105	1	s3_r1	s3
ENST00000222139.11	82	3	s3_r1	s3
ENST00000222145.9	128	11	s3_r1	s3
ENST00000222214.10	107	8	s3_r1	s3
ENST00000222219.8	127	56	s3_r1	s3
ENST00000222247.10	57	1527	s3_r1	s3
ENST00000222250.5	183	1	s3_r1	s3
ENST00000222254.13	51	37	s3_r1	s3
ENST00000222266.2	119	2	s3_r1	s3
ENST00000222271.7	149	13	s3_r1	s3
ENST00000222284.10	55	83	s3_r1	s3
ENST00000222305.8	66	38	s3_r1	s3
ENST00000222307.9	57	38	s3_r1	s3
ENST00000222308.8	45	23	s3_r1	s3
ENST00000222329.9	33	33	s3_r1	s3
ENST00000222330.8	71	13	s3_r1	s3
ENST00000222345.11	84	16	s3_r1	s3
ENST00000222374.3	170	2	s3_r1	s3
ENST00000222390.11	127	3	s3_r1	s3
ENST00000222399.11	161	65	s3_r1	s3
ENST00000222402.8	66	12	s3_r1	s3
ENST00000222482.10	113	11	s3_r1	s3
ENST00000222511.11	44	4	s3_r1	s3
ENST00000222543.11	136	739	s3_r1	s3
ENST00000222547.8	61	27	s3_r1	s3
ENST00000222553.8	103	115	s3_r1	s3
ENST00000222567.6	148	23	s3_r1	s3
ENST00000222572.8	85	19	s3_r1	s3
ENST00000222573.5	153	12	s3_r1	s3
ENST00000222574.9	86	8	s3_r1	s3
ENST00000222584.8	33	4	s3_r1	s3
ENST00000222644.10	184	4	s3_r1	s3
ENST00000222673.6	45	31	s3_r1	s3
ENST00000222690.10	50	28	s3_r1	s3
ENST00000222693.5	41	69	s3_r1	s3
ENST00000222726.4	46	2	s3_r1	s3
ENST00000222803.10	172	48	s3_r1	s3
ENST00000222812.8	217	12	s3_r1	s3
ENST00000222823.9	250	1	s3_r1	s3
ENST00000222969.10	48	29	s3_r1	s3
ENST00000222990.8	59	9	s3_r1	s3
ENST00000223023.5	75	18	s3_r1	s3
ENST00000223029.8	36	29	s3_r1	s3
ENST00000223061.6	163	131	s3_r1	s3
ENST00000223073.6	94	13	s3_r1	s3
ENST00000223095.5	121	4816	s3_r1	s3
ENST00000223122.4	8	2	s3_r1	s3
ENST00000223127.8	152	136	s3_r1	s3
ENST00000223129.8	58	11	s3_r1	s3
ENST00000223136.5	69	96	s3_r1	s3
ENST00000223208.10	83	6	s3_r1	s3
ENST00000223210.5	31	3	s3_r1	s3
ENST00000223215.10	105	19	s3_r1	s3
ENST00000223271.8	126	99	s3_r1	s3
ENST00000223273.7	163	11	s3_r1	s3
ENST00000223321.9	56	125	s3_r1	s3
ENST00000223324.3	76	49	s3_r1	s3
ENST00000223336.11	32	6	s3_r1	s3
ENST00000223357.8	145	35	s3_r1	s3
ENST00000223361.7	85	2	s3_r1	s3
